2026-05-25 15:10:24|4
2026-05-25 15:10:25|76
2026-05-25 15:10:26|28
2026-05-25 15:10:27|28
2026-05-25 15:10:28|58
2026-05-25 15:10:29|72
2026-05-25 15:10:30|47
2026-05-25 15:10:31|83
2026-05-25 15:10:32|36
2026-05-25 15:10:33|47
2026-05-25 15:10:34|35
2026-05-25 15:10:35|86
2026-05-25 15:10:36|91
2026-05-25 15:10:37|1
2026-05-25 15:10:38|83
2026-05-25 15:10:39|72
2026-05-25 15:10:40|56
2026-05-25 15:10:41|19
2026-05-25 15:10:42|71
2026-05-25 15:10:43|85
2026-05-25 15:10:44|65
2026-05-25 15:10:45|95
2026-05-25 15:10:46|84
2026-05-25 15:10:47|72
2026-05-25 15:10:48|2
2026-05-25 15:10:49|41
2026-05-25 15:10:50|44
2026-05-25 15:10:51|74
2026-05-25 15:10:52|84
2026-05-25 15:10:53|19
2026-05-25 15:10:54|57
2026-05-25 15:10:55|11
2026-05-25 15:10:56|37
2026-05-25 15:10:57|38
2026-05-25 15:10:58|22
2026-05-25 15:10:59|64
2026-05-25 15:11:00|6
2026-05-25 15:11:01|47
2026-05-25 15:11:02|41
2026-05-25 15:11:03|4
2026-05-25 15:11:04|38
2026-05-25 15:11:05|0
2026-05-25 15:11:06|100
2026-05-25 15:11:08|100
2026-05-25 15:11:09|19
2026-05-25 15:11:10|84
2026-05-25 15:11:11|58
2026-05-25 15:11:12|78
2026-05-25 15:11:13|27
2026-05-25 15:11:14|62
2026-05-25 15:11:15|24
2026-05-25 15:11:16|7
2026-05-25 15:11:17|2
2026-05-25 15:11:18|67
2026-05-25 15:11:19|25
2026-05-25 15:11:20|3
2026-05-25 15:11:21|66
2026-05-25 15:11:22|21
2026-05-25 15:11:23|28
2026-05-25 15:11:24|51
2026-05-25 15:11:25|35
2026-05-25 15:11:26|32
2026-05-25 15:11:27|81
2026-05-25 15:11:28|46
2026-05-25 15:11:29|55
2026-05-25 15:11:30|68
2026-05-25 15:11:31|87
2026-05-25 15:11:32|3
2026-05-25 15:11:33|77
2026-05-25 15:11:34|8
2026-05-25 15:11:35|47
2026-05-25 15:11:36|9
2026-05-25 15:11:37|44
2026-05-25 15:11:38|7
2026-05-25 15:11:39|71
2026-05-25 15:11:40|6
2026-05-25 15:11:41|57
2026-05-25 15:11:42|2
2026-05-25 15:11:43|10
2026-05-25 15:11:44|96
2026-05-25 15:11:45|84
2026-05-25 15:11:46|22
2026-05-25 15:11:47|1
2026-05-25 15:11:48|32
2026-05-25 15:11:49|18
2026-05-25 15:11:50|56
2026-05-25 15:11:51|72
2026-05-25 15:11:52|94
2026-05-25 15:11:53|94
2026-05-25 15:11:54|81
2026-05-25 15:11:55|80
2026-05-25 15:11:56|96
